HS4 ID,HS4,HS2 ID,HS2,Section ID,Section
115310,Jute Woven Fabric,1153,"Vegetable textile fibers, paper yarn & fabrics",11,Textiles
115311,Other Vegetable Fibers Fabric,1153,"Vegetable textile fibers, paper yarn & fabrics",11,Textiles
115401,Artificial Filament Sewing Thread,1154,Man-made filaments,11,Textiles
115402,Non-Retail Synthetic Filament Yarn,1154,Man-made filaments,11,Textiles
115403,Non-Retail Artificial Filament Yarn,1154,Man-made filaments,11,Textiles
115404,Synthetic Monofilament,1154,Man-made filaments,11,Textiles
115405,Artificial Monofilament,1154,Man-made filaments,11,Textiles
115406,Retail Artificial Filament Yarn,1154,Man-made filaments,11,Textiles
115407,Synthetic Filament Yarn Woven Fabric,1154,Man-made filaments,11,Textiles
115408,Artificial Filament Yarn Woven Fabric,1154,Man-made filaments,11,Textiles
115501,Synthetic Filament Tow,1155,Man-made staple fibres,11,Textiles
115502,Artificial Filament Tow,1155,Man-made staple fibres,11,Textiles
115503,Unprocessed Synthetic Staple Fibers,1155,Man-made staple fibres,11,Textiles
115504,Unprocessed Artificial Staple Fibers,1155,Man-made staple fibres,11,Textiles
115505,Artificial Fibers Waste,1155,Man-made staple fibres,11,Textiles
115506,Processed Synthetic Staple Fibers,1155,Man-made staple fibres,11,Textiles
115507,Processed Artificial Staple Fibers,1155,Man-made staple fibres,11,Textiles
115508,Non-Retail Artificial Staple Fibers Sewing Thread,1155,Man-made staple fibres,11,Textiles
115509,Non-Retail Synthetic Staple Fibers Yarn,1155,Man-made staple fibres,11,Textiles
115510,Non-Retail Artificial Staple Fibers Yarn,1155,Man-made staple fibres,11,Textiles
115511,Retail Artificial Staple Fibers Yarn,1155,Man-made staple fibres,11,Textiles
115512,Synthetic Fabrics,1155,Man-made staple fibres,11,Textiles
115513,Light Synthetic Cotton Fabrics,1155,Man-made staple fibres,11,Textiles
115514,Heavy Synthetic Cotton Fabrics,1155,Man-made staple fibres,11,Textiles
115515,Other Synthetic Fabrics,1155,Man-made staple fibres,11,Textiles
115516,Woven Fabric of Synthetic Staple Fibers,1155,Man-made staple fibres,11,Textiles
115601,Wadding,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115602,Felt,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115603,Non-woven Textiles,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115604,Rubber Textiles,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115605,Metallic Yarn,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115606,Gimp Yarn,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115607,Twine and Rope,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115609,Other Articles of Twine and Rope,1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",11,Textiles
115701,Knotted Carpets,1157,Carpets & textile floor covers,11,Textiles
115702,Hand-Woven Rugs,1157,Carpets & textile floor covers,11,Textiles
115703,Tufted Carpets,1157,Carpets & textile floor covers,11,Textiles
115704,Felt Carpets,1157,Carpets & textile floor covers,11,Textiles
115705,Other Carpets,1157,Carpets & textile floor covers,11,Textiles
115801,Woven Fabrics,1158,Special woven fabrics and tapestries,11,Textiles
115802,Terry Fabric,1158,Special woven fabrics and tapestries,11,Textiles
115803,Gauze,1158,Special woven fabrics and tapestries,11,Textiles
115804,Tulles and Net Fabric,1158,Special woven fabrics and tapestries,11,Textiles
115805,Hand-Woven Tapestries,1158,Special woven fabrics and tapestries,11,Textiles
115806,Narrow Woven Fabric,1158,Special woven fabrics and tapestries,11,Textiles
115807,Labels,1158,Special woven fabrics and tapestries,11,Textiles
115808,Ornamental Trimmings,1158,Special woven fabrics and tapestries,11,Textiles
115809,Metallic Fabric,1158,Special woven fabrics and tapestries,11,Textiles
115810,Embroidery,1158,Special woven fabrics and tapestries,11,Textiles
115811,Quilted Textiles,1158,Special woven fabrics and tapestries,11,Textiles
115901,Gum Coated Textile Fabric,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115902,Polyamide Fabric,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115903,Plastic Coated Textile Fabric,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115904,Linoleum,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115905,Textile Wall Coverings,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115906,Rubber Textile Fabric,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115907,Coated Textile Fabric,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115908,Textile Wicks,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115909,Hose Piping Textiles,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115910,Conveyor Belt Textiles,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
115911,Textiles for technical uses,1159,"Coated, covered, & laminated fabrics for industrial use",11,Textiles
116001,Pile Fabric,1160,Knitted fabrics,11,Textiles
116002,Light Rubberized Knitted Fabric,1160,Knitted fabrics,11,Textiles
116101,Knit Men's Coats,1161,Knitted clothing accesories,11,Textiles
116102,Knit Women's Coats,1161,Knitted clothing accesories,11,Textiles
116103,Knit Men's Suits,1161,Knitted clothing accesories,11,Textiles
116104,Knit Women's Suits,1161,Knitted clothing accesories,11,Textiles
116105,Knit Men's Shirts,1161,Knitted clothing accesories,11,Textiles
116106,Knit Women's Shirts,1161,Knitted clothing accesories,11,Textiles
116107,Knit Men's Undergarments,1161,Knitted clothing accesories,11,Textiles
116108,Knit Women's Undergarments,1161,Knitted clothing accesories,11,Textiles
116109,Knit T-shirts,1161,Knitted clothing accesories,11,Textiles
116110,Knit Sweaters,1161,Knitted clothing accesories,11,Textiles
116111,Knit Babies' Garments,1161,Knitted clothing accesories,11,Textiles
116112,Knit Active Wear,1161,Knitted clothing accesories,11,Textiles
116113,Garments of Impregnated Fabric,1161,Knitted clothing accesories,11,Textiles
116114,Other Knit Garments,1161,Knitted clothing accesories,11,Textiles
116115,Knit Socks and Hosiery,1161,Knitted clothing accesories,11,Textiles
116116,Knit Gloves,1161,Knitted clothing accesories,11,Textiles
116117,Other Knit Clothing Accessories,1161,Knitted clothing accesories,11,Textiles
116201,Non-Knit Men's Coats,1162,Non-knitted clothing accesories,11,Textiles
116202,Non-Knit Women's Coats,1162,Non-knitted clothing accesories,11,Textiles
116203,Non-Knit Men's Suits,1162,Non-knitted clothing accesories,11,Textiles
116204,Non-Knit Women's Suits,1162,Non-knitted clothing accesories,11,Textiles
116205,Non-Knit Men's Shirts,1162,Non-knitted clothing accesories,11,Textiles
116206,Non-Knit Women's Shirts,1162,Non-knitted clothing accesories,11,Textiles
116207,Non-Knit Men's Undergarments,1162,Non-knitted clothing accesories,11,Textiles
116208,Non-Knit Women's Undergarments,1162,Non-knitted clothing accesories,11,Textiles
116209,Non-Knit Babies' Garments,1162,Non-knitted clothing accesories,11,Textiles
116210,Felt or Coated Fabric Garments,1162,Non-knitted clothing accesories,11,Textiles
116211,Non-Knit Active Wear,1162,Non-knitted clothing accesories,11,Textiles
116212,Other Women's Undergarments,1162,Non-knitted clothing accesories,11,Textiles
116213,Handkerchiefs,1162,Non-knitted clothing accesories,11,Textiles
116214,Scarves,1162,Non-knitted clothing accesories,11,Textiles
116215,Neck Ties,1162,Non-knitted clothing accesories,11,Textiles
116216,Non-Knit Gloves,1162,Non-knitted clothing accesories,11,Textiles
116217,Other Non-Knit Clothing Accessories,1162,Non-knitted clothing accesories,11,Textiles
116301,Blankets,1163,Used clothes & textile articles,11,Textiles
116302,House Linens,1163,Used clothes & textile articles,11,Textiles
116303,Window Dressings,1163,Used clothes & textile articles,11,Textiles
116304,Bedspreads,1163,Used clothes & textile articles,11,Textiles
116305,Packing Bags,1163,Used clothes & textile articles,11,Textiles
116306,"Awnings, Tents, and Sails",1163,Used clothes & textile articles,11,Textiles
116307,Other Cloth Articles,1163,Used clothes & textile articles,11,Textiles
116308,Packaged Sewing Sets,1163,Used clothes & textile articles,11,Textiles
116309,Used Clothing,1163,Used clothes & textile articles,11,Textiles
116310,Textile Scraps,1163,Used clothes & textile articles,11,Textiles
126401,Waterproof Footwear,1264,Footwear,12,Footwear and Headwear
126402,Rubber Footwear,1264,Footwear,12,Footwear and Headwear
126403,Leather Footwear,1264,Footwear,12,Footwear and Headwear
126404,Textile Footwear,1264,Footwear,12,Footwear and Headwear
126405,Other Footwear,1264,Footwear,12,Footwear and Headwear
126406,Footwear Parts,1264,Footwear,12,Footwear and Headwear
126501,Hat Forms,1265,Headgear,12,Footwear and Headwear
126502,Hat Shapes,1265,Headgear,12,Footwear and Headwear
126503,Felt Hats,1265,Headgear,12,Footwear and Headwear
126504,Hats,1265,Headgear,12,Footwear and Headwear
126505,Knitted Hats,1265,Headgear,12,Footwear and Headwear
126506,Other Headwear,1265,Headgear,12,Footwear and Headwear
126507,Headbands and Linings,1265,Headgear,12,Footwear and Headwear
126601,Umbrellas,1266,"Umbrellas, walking sticks, & whips",12,Footwear and Headwear
126602,Walking Sticks,1266,"Umbrellas, walking sticks, & whips",12,Footwear and Headwear
126603,Umbrella and Walking Stick Accessories,1266,"Umbrellas, walking sticks, & whips",12,Footwear and Headwear
126701,Bird Skins and Feathers,1267,"Feather articles, feathers, artificial flowers, & articles of human hair",12,Footwear and Headwear
126702,Artificial Vegetation,1267,"Feather articles, feathers, artificial flowers, & articles of human hair",12,Footwear and Headwear
126703,Processed Hair,1267,"Feather articles, feathers, artificial flowers, & articles of human hair",12,Footwear and Headwear
126704,Fake Hair,1267,"Feather articles, feathers, artificial flowers, & articles of human hair",12,Footwear and Headwear
136801,Curbstones,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136802,Building Stone,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136803,Worked Slate,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136804,Milling Stones,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136805,Abrasive Powder,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136806,Rock Wool,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136807,Asphalt,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136808,Vegetable Fiber,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136809,Plaster Articles,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136810,Cement Articles,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136811,Asbestos Cement Articles,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136812,Asbestos Fibres,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136813,Friction Material,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136814,Processed Mica,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136815,Other Stone Articles,1368,"Stone, plaster, cement, asbestos, mica.",13,Stone And Glass
136901,Bricks,1369,Ceramic products,13,Stone And Glass
136902,Refractory Bricks,1369,Ceramic products,13,Stone And Glass
136903,Refractory Ceramics,1369,Ceramic products,13,Stone And Glass
136904,Ceramic Bricks,1369,Ceramic products,13,Stone And Glass
136905,Roofing Tiles,1369,Ceramic products,13,Stone And Glass
136906,Ceramic Pipes,1369,Ceramic products,13,Stone And Glass
136907,Unglazed Ceramics,1369,Ceramic products,13,Stone And Glass
136908,Glazed Ceramics,1369,Ceramic products,13,Stone And Glass
136909,Laboratory Ceramic Ware,1369,Ceramic products,13,Stone And Glass
136910,Bathroom Ceramics,1369,Ceramic products,13,Stone And Glass
136911,Porcelain Tableware,1369,Ceramic products,13,Stone And Glass
136912,Ceramic Tableware,1369,Ceramic products,13,Stone And Glass
136913,Ornamental Ceramics,1369,Ceramic products,13,Stone And Glass
136914,Other Ceramic Articles,1369,Ceramic products,13,Stone And Glass
137001,Glass Scraps,1370,Glass & glassware,13,Stone And Glass
137002,Glass Balls,1370,Glass & glassware,13,Stone And Glass
137003,Cast or Rolled Glass,1370,Glass & glassware,13,Stone And Glass
137004,Blown Glass,1370,Glass & glassware,13,Stone And Glass
137005,Float Glass,1370,Glass & glassware,13,Stone And Glass
137006,Glass with Edge Workings,1370,Glass & glassware,13,Stone And Glass
137007,Safety Glass,1370,Glass & glassware,13,Stone And Glass
137008,Insulating Glass,1370,Glass & glassware,13,Stone And Glass
137009,Glass Mirrors,1370,Glass & glassware,13,Stone And Glass
137010,Glass Bottles,1370,Glass & glassware,13,Stone And Glass
137011,Glass Bulbs,1370,Glass & glassware,13,Stone And Glass
137012,Vacuum Flasks Glass Inners,1370,Glass & glassware,13,Stone And Glass
137013,Interior Decorative Glassware,1370,Glass & glassware,13,Stone And Glass
137014,Signaling Glassware,1370,Glass & glassware,13,Stone And Glass
137015,Eyewear and Clock Glass,1370,Glass & glassware,13,Stone And Glass
137016,Glass Bricks,1370,Glass & glassware,13,Stone And Glass
137017,Laboratory Glassware,1370,Glass & glassware,13,Stone And Glass
137018,Glass Beads,1370,Glass & glassware,13,Stone And Glass
137019,Glass Fibers,1370,Glass & glassware,13,Stone And Glass
137020,Other Glass Articles,1370,Glass & glassware,13,Stone And Glass
147101,Pearls,1471,"Precious stones, metals, & pearls",14,Precious Metals
147102,Diamonds,1471,"Precious stones, metals, & pearls",14,Precious Metals
147103,Precious Stones,1471,"Precious stones, metals, & pearls",14,Precious Metals
147104,Synthetic Reconstructed Jewellery Stones,1471,"Precious stones, metals, & pearls",14,Precious Metals
147105,Precious Stone Dust,1471,"Precious stones, metals, & pearls",14,Precious Metals
147106,Silver,1471,"Precious stones, metals, & pearls",14,Precious Metals
147107,Silver Clad Metals,1471,"Precious stones, metals, & pearls",14,Precious Metals
147108,Gold,1471,"Precious stones, metals, & pearls",14,Precious Metals
147109,Gold Clad Metals,1471,"Precious stones, metals, & pearls",14,Precious Metals
147110,Platinum,1471,"Precious stones, metals, & pearls",14,Precious Metals
147111,Platinum Clad Metals,1471,"Precious stones, metals, & pearls",14,Precious Metals
147112,Precious Metal Scraps,1471,"Precious stones, metals, & pearls",14,Precious Metals
147113,Jewellery,1471,"Precious stones, metals, & pearls",14,Precious Metals
147114,Metal-Clad Products,1471,"Precious stones, metals, & pearls",14,Precious Metals
147115,Other Precious Metal Products,1471,"Precious stones, metals, & pearls",14,Precious Metals
147116,Pearl Products,1471,"Precious stones, metals, & pearls",14,Precious Metals
147117,Imitation Jewellery,1471,"Precious stones, metals, & pearls",14,Precious Metals
147118,Coin,1471,"Precious stones, metals, & pearls",14,Precious Metals
157201,Pig Iron,1572,Iron & steel,15,Metals
157202,Ferroalloys,1572,Iron & steel,15,Metals
157203,Iron Reductions,1572,Iron & steel,15,Metals
157204,Scrap Iron,1572,Iron & steel,15,Metals
157205,Iron Powder,1572,Iron & steel,15,Metals
157206,Iron Ingots,1572,Iron & steel,15,Metals
157207,Semi-Finished Iron,1572,Iron & steel,15,Metals
157208,Hot-Rolled Iron,1572,Iron & steel,15,Metals
157209,Cold-Rolled Iron,1572,Iron & steel,15,Metals
157210,Coated Flat-Rolled Iron,1572,Iron & steel,15,Metals
157211,Large Flat-Rolled Iron,1572,Iron & steel,15,Metals
157212,Large Coated Flat-Rolled Iron,1572,Iron & steel,15,Metals
157213,Hot-Rolled Iron Bars,1572,Iron & steel,15,Metals
157214,Raw Iron Bars,1572,Iron & steel,15,Metals
157215,Other Iron Bars,1572,Iron & steel,15,Metals
157216,Iron Blocks,1572,Iron & steel,15,Metals
157217,Iron Wire,1572,Iron & steel,15,Metals
157218,Stainless Steel Ingots,1572,Iron & steel,15,Metals
157219,Large Flat-Rolled Stainless Steel,1572,Iron & steel,15,Metals
157220,Flat-Rolled Stainless Steel,1572,Iron & steel,15,Metals
157221,Hot-Rolled Stainless Steel Bars,1572,Iron & steel,15,Metals
157222,Other Stainless Steel Bars,1572,Iron & steel,15,Metals
157223,Stainless Steel Wire,1572,Iron & steel,15,Metals
157224,Steel Ingots,1572,Iron & steel,15,Metals
157225,Flat Flat-Rolled Steel,1572,Iron & steel,15,Metals
157226,Flat-Rolled Iron,1572,Iron & steel,15,Metals
157227,Steel Bars,1572,Iron & steel,15,Metals
157228,Other Steel Bars,1572,Iron & steel,15,Metals
157229,Steel Wire,1572,Iron & steel,15,Metals
157301,Iron Sheet Piling,1573,Iron or steel articles,15,Metals
157302,Iron Railway Products,1573,Iron or steel articles,15,Metals
157303,Cast Iron Pipes,1573,Iron or steel articles,15,Metals
157304,Iron Pipes,1573,Iron or steel articles,15,Metals
157305,Other Large Iron Pipes,1573,Iron or steel articles,15,Metals
157306,Other Small Iron Pipes,1573,Iron or steel articles,15,Metals
157307,Iron Pipe Fittings,1573,Iron or steel articles,15,Metals
157308,Iron Structures,1573,Iron or steel articles,15,Metals
157309,Large Iron Containers,1573,Iron or steel articles,15,Metals
157310,Small Iron Containers,1573,Iron or steel articles,15,Metals
157311,Iron Gas Containers,1573,Iron or steel articles,15,Metals
157312,Stranded Iron Wire,1573,Iron or steel articles,15,Metals
157313,Barbed Wire,1573,Iron or steel articles,15,Metals
157314,Iron Cloth,1573,Iron or steel articles,15,Metals
157315,Iron Chains,1573,Iron or steel articles,15,Metals
157316,Iron Anchors,1573,Iron or steel articles,15,Metals
157317,Iron Nails,1573,Iron or steel articles,15,Metals
157318,Iron Fasteners,1573,Iron or steel articles,15,Metals
157319,Iron Sewing Needles,1573,Iron or steel articles,15,Metals
157320,Iron Springs,1573,Iron or steel articles,15,Metals
157321,Iron Stovetops,1573,Iron or steel articles,15,Metals
157322,Iron Radiators,1573,Iron or steel articles,15,Metals
157323,Iron Housewares,1573,Iron or steel articles,15,Metals
157324,Iron Toiletry,1573,Iron or steel articles,15,Metals
157325,Other Cast Iron Products,1573,Iron or steel articles,15,Metals
157326,Other Iron Products,1573,Iron or steel articles,15,Metals
157401,Precipitated Copper,1574,Copper articles,15,Metals
157402,Raw Copper,1574,Copper articles,15,Metals
157403,Refined Copper,1574,Copper articles,15,Metals
157404,Scrap Copper,1574,Copper articles,15,Metals
157405,Copper Alloys,1574,Copper articles,15,Metals
157406,Copper Powder,1574,Copper articles,15,Metals
157407,Copper Bars,1574,Copper articles,15,Metals
157408,Copper Wire,1574,Copper articles,15,Metals
157409,Copper Plating,1574,Copper articles,15,Metals
157410,Copper Foil,1574,Copper articles,15,Metals
157411,Copper Pipes,1574,Copper articles,15,Metals
157412,Copper Pipe Fittings,1574,Copper articles,15,Metals
157413,Stranded Copper Wire,1574,Copper articles,15,Metals
157414,Endless Copper Wire Bands,1574,Copper articles,15,Metals
157415,Copper Fasteners,1574,Copper articles,15,Metals
157416,Copper Springs,1574,Copper articles,15,Metals
157417,Copper Stovetops,1574,Copper articles,15,Metals
157418,Copper Housewares,1574,Copper articles,15,Metals
157419,Other Copper Products,1574,Copper articles,15,Metals
157501,Nickel Mattes,1575,Nickel articles,15,Metals
157502,Raw Nickel,1575,Nickel articles,15,Metals
157503,Scrap Nickel,1575,Nickel articles,15,Metals
157504,Nickel Powder,1575,Nickel articles,15,Metals
157505,Nickel Bars,1575,Nickel articles,15,Metals
157506,Nickel Sheets,1575,Nickel articles,15,Metals
157507,Nickel Pipes,1575,Nickel articles,15,Metals
157508,Other Nickel Products,1575,Nickel articles,15,Metals
157601,Raw Aluminium,1576,Aluminum articles,15,Metals
157602,Scrap Aluminium,1576,Aluminum articles,15,Metals
157603,Aluminium Powder,1576,Aluminum articles,15,Metals
157604,Aluminium Bars,1576,Aluminum articles,15,Metals
157605,Aluminium Wire,1576,Aluminum articles,15,Metals
157606,Aluminium Plating,1576,Aluminum articles,15,Metals
157607,Aluminium Foil,1576,Aluminum articles,15,Metals
157608,Aluminium Pipes,1576,Aluminum articles,15,Metals
157609,Aluminium Pipe Fittings,1576,Aluminum articles,15,Metals
157610,Aluminium Structures,1576,Aluminum articles,15,Metals
157611,Large Aluminium Containers,1576,Aluminum articles,15,Metals
157612,Aluminium Cans,1576,Aluminum articles,15,Metals
157613,Aluminium Gas Containers,1576,Aluminum articles,15,Metals
157614,Stranded Aluminium Wire,1576,Aluminum articles,15,Metals
157615,Aluminium Housewares,1576,Aluminum articles,15,Metals
157616,Other Aluminium Products,1576,Aluminum articles,15,Metals
157801,Raw Lead,1578,Lead articles,15,Metals
157802,Scrap Lead,1578,Lead articles,15,Metals
157803,Lead Bars,1578,Lead articles,15,Metals
157804,Lead Sheets,1578,Lead articles,15,Metals
157805,Lead Pipes,1578,Lead articles,15,Metals
157806,Other Lead Products,1578,Lead articles,15,Metals
157901,Raw Zinc,1579,Zinc articles,15,Metals
157902,Scrap Waste,1579,Zinc articles,15,Metals
157903,Zinc Powder,1579,Zinc articles,15,Metals
157904,Zinc Bars,1579,Zinc articles,15,Metals
157905,Zinc Sheets,1579,Zinc articles,15,Metals
157906,Zinc Pipes,1579,Zinc articles,15,Metals
157907,Other Zinc Products,1579,Zinc articles,15,Metals
158001,Raw Tin,1580,Tin articles,15,Metals
158002,Scrap Tin,1580,Tin articles,15,Metals
158003,Tin Bars,1580,Tin articles,15,Metals
158004,Tin Plating,1580,Tin articles,15,Metals
158005,Tin Foil,1580,Tin articles,15,Metals
158006,Tin pipes or tubes and pipe fittings,1580,Tin articles,15,Metals
158007,Other Tin Products,1580,Tin articles,15,Metals
158101,Tungsten,1581,Cermet articles,15,Metals
158102,Molybdenum,1581,Cermet articles,15,Metals
158103,Tantalum,1581,Cermet articles,15,Metals
158104,Magnesium,1581,Cermet articles,15,Metals
158105,Cobalt,1581,Cermet articles,15,Metals
158106,Bismuth,1581,Cermet articles,15,Metals
158107,Cadmium,1581,Cermet articles,15,Metals
158108,Titanium,1581,Cermet articles,15,Metals
158109,Zirconium,1581,Cermet articles,15,Metals
158110,Antimony,1581,Cermet articles,15,Metals
158111,Manganese,1581,Cermet articles,15,Metals
158112,Other Metals,1581,Cermet articles,15,Metals
158113,Cermets,1581,Cermet articles,15,Metals
158201,Garden Tools,1582,Tools & cutlery,15,Metals
158202,Hand Saws,1582,Tools & cutlery,15,Metals
158203,Hand Tools,1582,Tools & cutlery,15,Metals
158204,Wrenches,1582,Tools & cutlery,15,Metals
158205,Other Hand Tools,1582,Tools & cutlery,15,Metals
158206,Tool Sets,1582,Tools & cutlery,15,Metals
158207,Interchangeable Tool Parts,1582,Tools & cutlery,15,Metals
158208,Cutting Blades,1582,Tools & cutlery,15,Metals
158209,Tool Plates,1582,Tools & cutlery,15,Metals
158210,Cooking Hand Tools,1582,Tools & cutlery,15,Metals
158211,Knives,1582,Tools & cutlery,15,Metals
158212,Razor Blades,1582,Tools & cutlery,15,Metals
158213,Scissors,1582,Tools & cutlery,15,Metals
158214,Other Cutlery,1582,Tools & cutlery,15,Metals
158215,Cutlery Sets,1582,Tools & cutlery,15,Metals
158301,Padlocks,1583,Miscellaneous metal products,15,Metals
158302,Metal Mountings,1583,Miscellaneous metal products,15,Metals
158303,Safes,1583,Miscellaneous metal products,15,Metals
158304,Filing Cabinets,1583,Miscellaneous metal products,15,Metals
158305,Metal Office Supplies,1583,Miscellaneous metal products,15,Metals
158306,Bells and Other Metal Ornaments,1583,Miscellaneous metal products,15,Metals
158307,Flexible Metal Tubing,1583,Miscellaneous metal products,15,Metals
158308,Other Metal Fasteners,1583,Miscellaneous metal products,15,Metals
158309,Metal Stoppers,1583,Miscellaneous metal products,15,Metals
158310,Metal Signs,1583,Miscellaneous metal products,15,Metals
158311,Coated Metal Soldering Products,1583,Miscellaneous metal products,15,Metals
168401,Nuclear Reactors,1684,"Machinery, mechanical appliances, & parts",16,Machines
168402,Steam Boilers,1684,"Machinery, mechanical appliances, & parts",16,Machines
168403,Central Heating Boilers,1684,"Machinery, mechanical appliances, & parts",16,Machines
168404,Boiler Plants,1684,"Machinery, mechanical appliances, & parts",16,Machines
168405,Water and Gas Generators,1684,"Machinery, mechanical appliances, & parts",16,Machines
168406,Steam Turbines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168407,Spark-Ignition Engines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168408,Combustion Engines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168409,Engine Parts,1684,"Machinery, mechanical appliances, & parts",16,Machines
168410,Hydraulic Turbines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168411,Gas Turbines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168412,Other Engines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168413,Liquid Pumps,1684,"Machinery, mechanical appliances, & parts",16,Machines
168414,Air Pumps,1684,"Machinery, mechanical appliances, & parts",16,Machines
168415,Air Conditioners,1684,"Machinery, mechanical appliances, & parts",16,Machines
168416,Liquid Fuel Furnaces,1684,"Machinery, mechanical appliances, & parts",16,Machines
168417,Industrial Furnaces,1684,"Machinery, mechanical appliances, & parts",16,Machines
168418,Refrigerators,1684,"Machinery, mechanical appliances, & parts",16,Machines
168419,Other Heating Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168420,Rolling Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168421,Centrifuges,1684,"Machinery, mechanical appliances, & parts",16,Machines
168422,Washing and Bottling Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168423,Scales,1684,"Machinery, mechanical appliances, & parts",16,Machines
168424,Liquid Dispersing Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168425,Pulley Systems,1684,"Machinery, mechanical appliances, & parts",16,Machines
168426,Cranes,1684,"Machinery, mechanical appliances, & parts",16,Machines
168427,Fork-Lifts,1684,"Machinery, mechanical appliances, & parts",16,Machines
168428,Lifting Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168429,Large Construction Vehicles,1684,"Machinery, mechanical appliances, & parts",16,Machines
168430,Other Construction Vehicles,1684,"Machinery, mechanical appliances, & parts",16,Machines
168431,Excavation Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168432,Soil Preparation Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168433,Harvesting Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168434,Dairy Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168435,Fruit Pressing Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168436,Other Agricultural Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168437,Mill Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168438,Industrial Food Preperation Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168439,Papermaking Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168440,Book-binding Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168441,Other Paper Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168442,Print Production Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168443,Industrial Printers,1684,"Machinery, mechanical appliances, & parts",16,Machines
168444,Artificial Textile Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168445,Textile Fiber Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168446,Looms,1684,"Machinery, mechanical appliances, & parts",16,Machines
168447,Knitting Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168448,Knitting Machine Accessories,1684,"Machinery, mechanical appliances, & parts",16,Machines
168449,Felt Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168450,Household Washing Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
