nodes__y,nodes__x,nodes__id
2095.973145,1860.983398,104804
2241.577637,2345.350098,104803
2387.449707,1469.31897,104806
2412.1875,1455.654053,157411
2570.050537,2140.32019,178609
2508.153809,2870.735884,104907
2475.553423,2862.067849,147103
2336.861572,1493.420776,104908
2815.514893,1495.096558,104909
2765.749023,1488.261475,189019
2520.949861,1427.865234,115007
1880.799927,1830.019653,115101
2238.585624,2000.485856,115107
2052.95459,1814.894897,115111
2122.331299,1796.066895,115112
2514.842911,2795.450195,115205
2588.630127,2711.789185,115208
2648.406545,1343.57666,115402
2524.474121,2670.588623,115804
2624.711006,2620.996094,115810
2598.31414,2574.972168,209609
2493.274308,2558.009521,115408
2496.292969,2523.205877,115501
2125.765869,2184.107788,115503
2499.389294,2603.774126,157615
2052.153915,1965.130668,136913
2035.003158,2008.336845,178712
2658.490479,2706.687325,157323
2242.441296,2313.60973,115601
2209.512939,2369.740601,115607
1889.319214,1889.041626,115701
2781.058456,2413.689209,115702
2777.271347,2439.788818,136908
2763.107804,2729.801338,115801
2721.065079,2744.343331,158215
2409.478394,2795.797241,157311
2546.224854,2752.401855,209507
2536.497803,2767.40686,209606
2071.268088,2167.541949,157208
2083.61628,2137.139404,157312
2117.604004,1726.38147,115906
2482.072266,2805.439087,116001
2480.436035,2830.514138,147113
2508.383789,2767.506592,116301
2590.120117,1350.724976,116116
2377.301636,2806.105591,178904
2816.673862,1379.973283,116215
2150.852905,2629.492065,116303
2091.499756,2652.151855,116306
2147.307617,2598.154541,209603
2609.049072,2747.219238,126402
2560.170898,2737.103271,126404
2631.080811,2728.006958,126505
2646.963623,2758.417969,158111
2194.409424,2680.497803,157614
2711.071045,1358.807129,126506
2680.840593,1374.876082,137020
2759.843994,1436.023438,126601
2722.786133,1416.521851,189105
2801.451798,2835.792794,126702
2846.510392,2797.828682,126704
2800.973038,2783.466622,209505
2802.592636,2443.644043,136801
2819.738388,2420.028076,157303
2818.154403,2472.243164,136914
2720.859863,1438.62207,136903
2766.632324,1548.396973,136907
2060.222274,2045.479728,136911
2444.804932,1402.66424,137004
2479.099121,1139.441284,137018
2469.330322,1164.644043,168513
2761.096818,2839.081124,147101
2440.917126,2869.320535,147102
2775.205688,2287.922363,147112
2614.253418,1866.269836,189023
2154.628174,1595.004028,157201
2188.887695,1599.659302,157305
1993.216452,2170.678667,157202
2036.260398,2149.570025,157209
2718.270508,1783.430603,157205
2127.793213,1560.390869,157207
2038.944602,2204.638873,157210
2781.371582,1822.143188,157301
2160.165771,2207.193115,157213
2198.289795,2206.599243,157214
2116.932251,2211.033936,157228
2674.262939,1620.154175,157223
2841.831333,1343.615617,178711
2107.57868,2538.15423,157317
2175.216643,2543.8396,158201
2652.628784,1577.37854,158204
2696.211914,1647.455933,168448
2306.165527,2045.855408,168535
2739.837573,1567.911064,157412
2742.432861,1529.130304,168516
1893.164273,2154.613298,157402
1936.253562,2180.070513,157407
2453.984131,1441.750061,157409
2814.317627,1573.652832,168478
2823.486084,1747.200562,157413
2733.164795,1882.679565,157601
2669.141113,1891.452148,178606
2557.744629,1915.4729,157607
2820.112549,1152.631592,158101
2793.224854,1168.690918,189005
2913.057861,1612.824097,158102
2900.249878,1654.55542,158104
2638.526611,1873.474365,158203
2243.295166,1534.840576,189025
2164.147949,1472.094604,158209
2698.169922,1111.742188,158211
2714.914933,2786.531807,178715
2695.587646,1805.053528,158303
2145.039795,1699.355347,158305
2051.282593,1701.633545,168510
2680.027588,1637.958374,158307
2671.224609,1842.530518,178601
2183.488949,1903.366036,178901
2152.212614,1650.919173,189015
2745.166504,1673.919128,168429
2602.894287,1938.622314,168410
2794.8577,1326.036516,168411
2766.730747,1359.555925,189111
2839.479526,1308.497453,219703
2545.160156,1494.684326,189014
2634.289307,1763.767578,189017
2829.318848,1587.095825,168420
2860.970459,1576.144958,168464
2017.922124,1636.984062,168430
2436.72583,1274.207886,168440
2828.202148,1639.477661,168461
2882.087891,1675.175537,168446
2826.164829,1464.589006,168447
2746.669434,1647.513794,209608
2119.943848,1681.370239,168451
2195.633545,1776.734985,168452
2715.891846,1628.742554,168460
2852.486328,1687.109131,189011
2198.050049,1811.941528,168463
2896.078125,1568.971802,178604
2165.486328,1628.452271,168508
2833.701538,1232.921265,168470
2632.424805,1082.07605,168509
2672.207275,1150.073242,168519
2235.810791,2144.632882,178705
2219.148193,1504.376343,168476
2746.657227,1463.734375,178706
2707.374756,1475.094482,189020
2749.117937,1303.51355,209506
2589.646973,1374.880443,168507
2468.633301,1191.116455,189207
2544.990723,1087.807983,168525
2729.501221,1173.375854,168521
2829.614258,1199.49707,209503
2563.111572,1340.956543,168531
2737.178484,1357.086199,189114
2694.483398,1872.012817,178602
2709.697998,1899.808472,178906
2607.142578,1838.587463,178709
2786.378418,1731.737671,178710
2880.840332,1760.658691,178802
2921.435581,1314.549455,178803
2048.727783,1613.099556,178907
2822.685825,1427.828996,189003
2888.99393,1473.909319,189004
2501.510254,1164.077881,189013
2517.860352,1341.381592,189018
2757.058105,1413.931763,189101
2854.319858,1428.87404,209613
2526.635986,1464.870361,199305
2568.143066,2781.889771,209607
2897.007358,1288.597551,219701
